record_id,timestamp,building_id,building_type,building_area_m2,occupancy_level,temperature_c,humidity_percent,weather_condition,energy_source,energy_consumed_kwh,energy_generated_kwh,energy_cost_naira,optimization_score_percent
835,2025-06-18 10:00:00,B-1667,Residential,1799.69,Low,23.4,59.5,Cloudy,Grid,51.51,0.0,2456.53,72.38
836,2025-02-23 04:00:00,B-8656,Residential,4875.78,High,25.0,56.7,Cloudy,Generator,88.6,0.0,7028.96,69.66
837,2025-06-15 19:00:00,B-6378,Industrial,3422.35,Medium,30.2,66.4,Rainy,Generator,17.84,0.0,1196.62,62.56
838,2025-04-26 10:00:00,B-3937,Commercial,3000.91,Medium,30.6,42.7,Sunny,Generator,127.04,0.0,5235.85,93.75
839,2025-01-10 06:00:00,B-5595,Industrial,2328.63,High,21.7,38.0,Rainy,Grid,143.23,0.0,6145.52,67.96
840,2025-04-14 13:00:00,B-1443,Commercial,1771.72,Medium,28.5,62.7,Cloudy,Solar,23.22,28.97,1150.55,68.54
841,2025-04-24 17:00:00,B-9954,Commercial,2085.16,High,30.0,43.0,Windy,Grid,58.17,0.0,3236.39,99.06
842,2025-04-03 02:00:00,B-2809,Industrial,4775.6,Low,31.6,44.5,Sunny,Grid,14.87,0.0,783.29,70.67
843,2025-05-30 05:00:00,B-3948,Educational,2554.33,Medium,31.2,81.5,Rainy,Solar,127.51,35.97,8605.57,72.51
844,2025-03-19 22:00:00,B-7266,Educational,351.48,High,29.9,30.6,Sunny,Grid,64.33,0.0,3420.76,87.74
845,2025-04-12 17:00:00,B-8511,Residential,3842.92,Medium,23.2,78.7,Cloudy,Grid,47.62,0.0,2754.96,89.08
846,2025-06-29 15:00:00,B-4353,Industrial,3479.96,High,34.8,43.5,Rainy,Generator,101.04,0.0,6505.69,96.6
847,2025-01-25 07:00:00,B-9825,Residential,823.99,Low,30.8,64.1,Cloudy,Solar,44.83,47.44,2391.73,83.17
848,2025-01-21 20:00:00,B-9901,Commercial,4450.55,High,27.7,67.9,Windy,Generator,80.22,0.0,3372.98,69.31
849,2025-04-11 14:00:00,B-1806,Commercial,2485.41,Medium,23.3,40.9,Sunny,Grid,78.1,0.0,4132.46,70.32
850,2025-03-05 02:00:00,B-5134,Industrial,2346.73,Low,20.3,85.7,Cloudy,Generator,130.82,0.0,8935.64,64.25
851,2025-05-27 23:00:00,B-9878,Residential,3890.59,High,31.7,76.1,Sunny,Solar,21.53,64.39,1579.72,83.09
852,2025-06-03 12:00:00,B-2809,Commercial,3249.72,High,25.8,61.7,Cloudy,Mixed,9.98,63.9,431.71,77.4
853,2025-06-21 17:00:00,B-9295,Industrial,1498.64,Medium,27.3,38.0,Cloudy,Solar,105.29,79.5,4899.58,64.17
854,2025-06-24 03:00:00,B-4442,Educational,770.3,Low,32.9,61.7,Windy,Solar,72.75,10.67,4800.21,94.72
855,2025-02-11 07:00:00,B-3049,Residential,4149.52,Medium,28.6,34.5,Rainy,Mixed,21.3,4.93,1071.37,65.43
856,2025-05-23 01:00:00,B-3651,Educational,1337.24,Low,24.5,86.6,Cloudy,Solar,93.5,83.5,6396.71,64.5
857,2025-03-20 11:00:00,B-5749,Commercial,3692.81,Medium,22.7,68.3,Sunny,Grid,54.44,0.0,4350.13,70.54
858,2025-05-07 20:00:00,B-2574,Commercial,1431.7,Medium,33.8,31.5,Cloudy,Solar,106.02,72.53,7787.71,98.98
859,2025-03-26 09:00:00,B-7905,Educational,4879.23,Low,19.1,79.3,Windy,Generator,98.71,0.0,6504.37,65.13
860,2025-03-23 04:00:00,B-1361,Educational,3268.43,High,34.7,84.7,Rainy,Solar,68.67,3.99,3741.95,93.06
861,2025-05-27 15:00:00,B-1528,Industrial,3522.42,Low,25.8,33.3,Windy,Solar,66.9,46.9,5160.81,85.64
862,2025-05-24 19:00:00,B-5598,Educational,1592.68,High,26.9,34.0,Rainy,Grid,146.02,0.0,7943.84,79.11
863,2025-02-03 17:00:00,B-3076,Industrial,1808.66,High,29.6,69.7,Rainy,Mixed,108.72,26.81,5721.58,65.01
864,2025-06-04 10:00:00,B-7595,Commercial,3294.77,Medium,18.7,65.9,Sunny,Generator,131.11,0.0,9916.28,77.96
865,2025-04-10 17:00:00,B-9276,Residential,2323.55,Medium,19.3,70.2,Rainy,Solar,124.08,24.47,7054.2,93.55
866,2025-06-20 16:00:00,B-8061,Industrial,4391.75,Medium,22.1,63.0,Cloudy,Mixed,32.91,10.19,2515.8,92.82
867,2025-06-07 18:00:00,B-5766,Residential,3812.17,High,18.8,80.6,Cloudy,Solar,68.52,34.24,4238.58,63.65
868,2025-04-07 09:00:00,B-1734,Commercial,3795.4,High,27.9,41.2,Windy,Grid,32.29,0.0,1529.58,62.28
869,2025-01-28 04:00:00,B-7772,Industrial,2959.6,Medium,32.3,31.0,Windy,Solar,12.11,57.28,881.36,73.07
870,2025-01-23 06:00:00,B-9984,Commercial,1780.59,High,28.1,46.5,Cloudy,Solar,8.86,73.52,576.13,83.23
871,2025-01-26 11:00:00,B-8316,Educational,3721.34,Low,29.5,42.4,Rainy,Mixed,56.11,12.61,2535.85,87.05
872,2025-06-17 23:00:00,B-5725,Commercial,4300.07,Low,34.4,67.7,Rainy,Mixed,31.69,10.57,2297.97,83.15
873,2025-01-20 00:00:00,B-1500,Residential,3110.51,Low,31.3,72.2,Rainy,Grid,126.0,0.0,5323.32,89.9
874,2025-06-17 03:00:00,B-4213,Industrial,4261.72,Low,22.9,68.4,Sunny,Solar,50.55,95.8,2089.58,83.19
875,2025-05-01 22:00:00,B-3359,Industrial,874.19,Low,30.1,40.6,Rainy,Grid,39.13,0.0,2338.99,96.59
876,2025-06-26 22:00:00,B-8895,Residential,1097.99,Medium,20.5,75.5,Sunny,Generator,77.59,0.0,5933.42,65.86
877,2025-05-22 22:00:00,B-7487,Educational,3247.34,High,22.0,39.4,Cloudy,Mixed,104.1,59.37,7307.1,72.38
878,2025-03-21 12:00:00,B-3365,Educational,2267.46,High,24.9,89.0,Rainy,Grid,47.38,0.0,2453.94,74.18
879,2025-01-25 06:00:00,B-2967,Residential,2844.74,Medium,22.3,84.9,Rainy,Solar,43.52,89.58,1920.93,86.26
880,2025-04-18 07:00:00,B-2742,Commercial,4539.58,Low,20.9,88.1,Cloudy,Mixed,70.67,94.57,4740.03,72.06
881,2025-04-01 21:00:00,B-2794,Educational,982.1,Medium,23.2,35.6,Rainy,Mixed,25.86,10.47,1471.89,91.82
882,2025-04-18 10:00:00,B-6749,Residential,749.85,High,20.2,68.6,Rainy,Grid,33.59,0.0,1474.75,66.67
883,2025-04-25 17:00:00,B-6550,Residential,4622.47,Low,32.0,51.2,Rainy,Solar,100.09,53.73,6714.53,87.31
884,2025-03-07 06:00:00,B-9597,Commercial,3162.23,Medium,22.5,32.3,Windy,Solar,71.06,89.1,4461.14,93.3
885,2025-04-18 03:00:00,B-2793,Commercial,4958.54,Medium,20.8,71.5,Cloudy,Mixed,102.77,98.0,8162.41,87.47
886,2025-03-01 13:00:00,B-7949,Industrial,1255.89,High,31.6,36.4,Sunny,Grid,118.2,0.0,9031.41,75.31
887,2025-06-18 21:00:00,B-2407,Industrial,3171.64,Low,25.3,56.3,Rainy,Solar,50.0,76.21,3872.35,97.63
888,2025-02-11 21:00:00,B-3059,Industrial,915.17,Low,32.9,74.2,Sunny,Solar,41.66,6.73,2112.99,96.49
889,2025-01-20 08:00:00,B-2669,Educational,3184.23,Low,30.3,45.4,Rainy,Solar,109.31,2.81,6013.46,85.07
890,2025-01-09 11:00:00,B-2127,Commercial,773.18,Medium,32.0,44.1,Cloudy,Grid,99.58,0.0,5597.18,83.84
891,2025-04-25 11:00:00,B-5636,Industrial,581.88,High,18.3,84.6,Sunny,Solar,44.1,81.97,3526.85,68.46
892,2025-05-24 20:00:00,B-6088,Commercial,1362.6,High,29.3,87.9,Windy,Solar,137.79,50.29,9893.93,65.43
893,2025-05-30 12:00:00,B-1187,Educational,4888.32,Low,34.4,39.8,Windy,Mixed,48.42,10.02,2463.06,92.64
894,2025-04-03 23:00:00,B-4613,Educational,1922.66,Low,19.5,50.5,Sunny,Mixed,147.3,62.97,8344.02,66.66
895,2025-04-13 02:00:00,B-8160,Commercial,4931.58,High,32.0,46.9,Cloudy,Generator,15.16,0.0,640.74,64.82
896,2025-04-08 07:00:00,B-1351,Industrial,2924.8,Low,33.8,59.8,Rainy,Grid,127.23,0.0,7358.41,88.34
897,2025-03-27 21:00:00,B-6047,Commercial,3672.77,High,21.0,51.7,Windy,Solar,97.41,7.07,5305.11,81.39
898,2025-01-12 09:00:00,B-1834,Educational,4981.31,Medium,26.1,79.0,Windy,Solar,67.65,79.64,4317.19,95.46
899,2025-04-15 08:00:00,B-7578,Commercial,2084.17,Medium,28.3,67.8,Sunny,Generator,65.52,0.0,2999.01,63.74
900,2025-06-23 02:00:00,B-7120,Educational,132.52,High,32.9,44.2,Windy,Grid,35.67,0.0,2476.98,72.8
901,2025-05-29 00:00:00,B-6484,Residential,2554.92,Low,20.8,87.6,Windy,Solar,128.48,86.38,7229.69,90.49
902,2025-04-13 16:00:00,B-3152,Commercial,762.19,High,18.1,31.2,Rainy,Grid,90.06,0.0,5242.91,80.72
903,2025-01-28 07:00:00,B-4955,Educational,86.94,Medium,25.2,73.1,Cloudy,Solar,69.19,73.22,3412.5,92.53
904,2025-03-30 08:00:00,B-7924,Industrial,2962.73,Low,21.6,44.2,Sunny,Mixed,96.06,82.99,5439.41,70.33
905,2025-03-03 02:00:00,B-4068,Industrial,4341.71,Medium,29.4,56.9,Rainy,Generator,75.75,0.0,3648.9,85.07
906,2025-06-18 13:00:00,B-4846,Residential,1825.78,Low,34.9,58.8,Cloudy,Mixed,75.45,56.59,5784.77,92.03
907,2025-01-03 05:00:00,B-6786,Residential,2283.09,High,30.2,65.2,Sunny,Mixed,76.39,19.23,4473.2,69.83
908,2025-03-06 15:00:00,B-4945,Residential,4578.47,High,23.7,87.1,Rainy,Solar,82.29,63.15,5078.74,65.18
909,2025-02-09 04:00:00,B-2788,Residential,1910.32,High,19.7,67.4,Cloudy,Mixed,69.8,77.8,3407.55,66.58
910,2025-02-04 11:00:00,B-7611,Commercial,2061.34,Low,33.8,72.6,Cloudy,Grid,65.74,0.0,3989.82,63.37
911,2025-03-16 19:00:00,B-5430,Educational,4923.65,High,29.3,47.1,Rainy,Grid,89.94,0.0,3991.47,98.63
912,2025-03-06 15:00:00,B-9557,Industrial,915.19,Medium,29.0,44.7,Cloudy,Grid,109.05,0.0,7750.49,86.94
913,2025-06-24 18:00:00,B-3984,Commercial,3091.77,High,33.2,34.7,Rainy,Solar,52.98,24.83,4213.0,75.58
914,2025-05-18 05:00:00,B-9635,Educational,3676.43,High,29.6,42.7,Cloudy,Grid,39.65,0.0,2032.12,76.45
915,2025-01-24 19:00:00,B-1387,Industrial,1209.91,Medium,18.3,82.8,Rainy,Grid,145.01,0.0,7781.64,73.54
916,2025-01-30 08:00:00,B-6917,Commercial,85.1,High,29.6,79.5,Sunny,Grid,26.26,0.0,1218.11,91.6
917,2025-05-02 06:00:00,B-4476,Commercial,3100.64,Medium,18.8,67.4,Windy,Grid,49.79,0.0,2725.95,90.79
918,2025-03-11 10:00:00,B-7537,Educational,4064.13,Low,24.8,86.8,Windy,Mixed,63.94,77.18,3795.16,95.9
919,2025-02-14 16:00:00,B-3290,Commercial,4543.42,Low,19.5,86.2,Rainy,Mixed,124.7,79.13,5990.15,92.2
920,2025-06-16 04:00:00,B-9285,Commercial,4258.16,Low,22.9,87.1,Rainy,Mixed,12.23,14.99,752.18,83.03
921,2025-06-13 02:00:00,B-8541,Commercial,3243.49,Medium,18.3,87.6,Windy,Grid,11.47,0.0,524.44,60.56
922,2025-03-22 18:00:00,B-5967,Residential,2855.95,Medium,33.8,70.0,Rainy,Solar,124.29,1.33,7666.28,78.38
923,2025-04-30 16:00:00,B-4774,Residential,2519.89,Low,19.2,71.1,Windy,Grid,77.97,0.0,5505.15,79.41
924,2025-06-09 09:00:00,B-7548,Commercial,789.44,Medium,29.0,40.3,Cloudy,Generator,131.5,0.0,8484.99,66.29
925,2025-05-12 20:00:00,B-9159,Educational,4813.57,High,26.8,34.4,Windy,Solar,95.89,25.32,6918.25,92.71
926,2025-05-16 18:00:00,B-1849,Residential,4895.79,High,26.5,57.3,Sunny,Mixed,114.25,13.25,7069.4,81.85
927,2025-02-13 10:00:00,B-9503,Educational,492.89,High,25.1,81.2,Rainy,Generator,129.14,0.0,5678.22,63.63
928,2025-02-06 18:00:00,B-3008,Industrial,1350.34,High,32.9,37.7,Cloudy,Grid,109.4,0.0,4818.7,84.93
929,2025-01-14 12:00:00,B-6656,Industrial,1812.53,Low,31.4,44.0,Cloudy,Mixed,97.68,23.57,6695.61,94.95
930,2025-01-20 01:00:00,B-3423,Industrial,677.67,Low,32.7,65.6,Windy,Mixed,23.43,42.75,1087.96,88.01
931,2025-01-06 18:00:00,B-1186,Industrial,3806.4,Low,19.8,60.4,Rainy,Solar,123.12,93.62,7453.77,98.01
932,2025-03-07 00:00:00,B-6679,Industrial,2701.66,High,24.7,80.9,Cloudy,Mixed,76.48,47.19,4559.16,93.87
933,2025-01-11 08:00:00,B-3975,Industrial,4168.11,High,24.9,50.0,Rainy,Mixed,76.33,57.28,3780.89,91.76
934,2025-03-01 13:00:00,B-7036,Educational,2458.09,Low,23.7,36.4,Rainy,Grid,39.63,0.0,3090.0,72.2
935,2025-04-21 00:00:00,B-1983,Educational,885.85,Low,25.8,48.4,Sunny,Mixed,10.1,32.31,623.82,82.07
936,2025-01-16 11:00:00,B-4267,Educational,1814.97,Low,25.6,87.9,Windy,Solar,59.72,25.82,2970.39,78.31
937,2025-04-12 16:00:00,B-6025,Industrial,3809.62,Low,21.5,72.6,Rainy,Solar,8.07,41.89,573.25,73.55
938,2025-01-18 16:00:00,B-1166,Residential,2840.5,Low,21.5,74.5,Rainy,Generator,12.58,0.0,932.2,67.93
939,2025-03-03 16:00:00,B-5374,Residential,4378.27,Low,24.0,73.4,Sunny,Generator,51.29,0.0,3910.17,65.07
940,2025-05-20 21:00:00,B-2767,Residential,933.67,Low,26.4,34.9,Sunny,Mixed,33.42,94.38,2642.17,75.05
941,2025-04-13 14:00:00,B-3521,Educational,4620.27,Low,27.3,46.2,Sunny,Solar,106.85,65.89,8501.52,70.6
942,2025-04-22 07:00:00,B-9756,Industrial,3376.69,High,18.9,36.8,Sunny,Mixed,5.57,99.95,401.55,91.47
943,2025-01-17 12:00:00,B-2088,Industrial,2573.14,High,23.1,39.1,Cloudy,Solar,46.28,37.6,3251.28,81.59
944,2025-05-20 17:00:00,B-5227,Educational,433.54,Low,18.3,36.1,Cloudy,Grid,64.52,0.0,4989.18,85.5
945,2025-04-01 12:00:00,B-3747,Educational,4019.04,Medium,25.9,51.7,Cloudy,Mixed,20.72,87.59,1477.88,66.72
946,2025-03-12 08:00:00,B-9427,Commercial,2585.69,High,26.3,67.5,Rainy,Solar,142.2,57.98,8760.76,62.01
947,2025-03-05 11:00:00,B-9642,Residential,361.39,Medium,21.2,31.9,Rainy,Grid,112.79,0.0,7774.98,65.44
948,2025-03-23 18:00:00,B-9813,Commercial,4188.59,Medium,20.6,48.1,Windy,Grid,41.1,0.0,2256.07,70.19
949,2025-01-14 13:00:00,B-5436,Commercial,2470.31,Low,24.9,89.2,Sunny,Solar,13.11,14.22,552.1,85.03
950,2025-03-20 10:00:00,B-4020,Educational,319.82,Medium,32.2,60.7,Cloudy,Generator,81.42,0.0,5085.8,66.83
951,2025-01-10 19:00:00,B-2853,Educational,1028.57,High,23.4,65.6,Sunny,Solar,35.47,11.63,2795.2,60.88
952,2025-04-14 04:00:00,B-8174,Residential,4023.35,Medium,31.4,47.8,Cloudy,Mixed,24.67,14.56,1675.03,85.71
953,2025-01-23 14:00:00,B-8652,Educational,3924.59,Low,33.9,71.5,Windy,Solar,27.6,24.34,2033.78,68.37
954,2025-05-23 10:00:00,B-3379,Industrial,408.99,Low,30.0,54.2,Windy,Generator,138.41,0.0,9136.47,63.62
955,2025-06-05 21:00:00,B-8872,Educational,4741.89,High,22.4,50.2,Cloudy,Solar,63.33,5.12,3790.97,64.93
956,2025-06-24 06:00:00,B-5147,Industrial,2034.8,Medium,24.0,76.4,Windy,Solar,121.46,15.34,6639.25,74.93
957,2025-02-06 08:00:00,B-6988,Educational,799.48,High,31.6,72.4,Sunny,Generator,32.61,0.0,1782.75,64.23
958,2025-06-11 04:00:00,B-2404,Commercial,3159.62,Medium,20.1,89.2,Windy,Solar,118.2,39.02,7463.45,96.45
959,2025-01-04 13:00:00,B-6771,Industrial,2792.79,Medium,21.0,52.7,Cloudy,Mixed,127.26,64.42,8402.85,94.67
960,2025-04-22 13:00:00,B-6326,Industrial,4475.17,Low,33.6,35.7,Cloudy,Grid,83.9,0.0,5841.15,90.28
961,2025-05-03 00:00:00,B-9192,Commercial,3053.25,Low,20.8,77.8,Windy,Generator,109.42,0.0,4753.8,78.55
962,2025-04-02 01:00:00,B-9345,Industrial,911.19,Medium,23.7,31.1,Sunny,Generator,63.05,0.0,3908.79,84.78
963,2025-04-21 13:00:00,B-5564,Residential,3334.28,Medium,32.2,42.9,Windy,Solar,22.47,85.15,1039.56,98.99
964,2025-04-02 02:00:00,B-9948,Residential,4220.56,Medium,26.5,88.9,Rainy,Grid,19.12,0.0,996.58,85.53
965,2025-04-08 06:00:00,B-7938,Industrial,1782.53,High,33.8,33.9,Rainy,Mixed,84.66,59.09,5596.8,70.23
966,2025-04-10 14:00:00,B-4162,Industrial,1854.6,Medium,32.3,41.7,Sunny,Generator,124.9,0.0,7807.03,90.49
967,2025-03-27 01:00:00,B-2006,Industrial,3582.36,Medium,21.5,64.1,Cloudy,Solar,130.82,43.21,10290.78,78.09
968,2025-05-26 16:00:00,B-7221,Educational,756.79,Low,24.6,87.1,Windy,Generator,51.36,0.0,3837.82,95.25
969,2025-05-22 00:00:00,B-2862,Industrial,1783.42,High,19.4,73.5,Rainy,Mixed,50.17,78.29,2895.12,79.41
970,2025-03-23 05:00:00,B-4394,Educational,3900.65,Low,24.5,56.6,Rainy,Generator,59.55,0.0,3257.01,81.04
971,2025-06-24 19:00:00,B-3221,Industrial,4053.56,High,24.2,61.5,Sunny,Mixed,102.26,26.94,5225.58,97.34
972,2025-05-05 09:00:00,B-4160,Residential,3631.5,High,27.8,68.9,Sunny,Mixed,9.25,61.81,558.52,81.83
973,2025-06-29 16:00:00,B-4002,Commercial,1829.15,High,19.4,41.6,Sunny,Generator,142.86,0.0,8049.87,78.67
974,2025-06-18 09:00:00,B-6115,Commercial,310.91,Medium,18.6,73.0,Rainy,Generator,83.02,0.0,5010.11,69.72
975,2025-02-28 04:00:00,B-4166,Residential,3736.52,High,20.9,41.4,Windy,Solar,71.8,28.63,3582.71,85.81
976,2025-04-27 04:00:00,B-7800,Industrial,3272.31,High,32.0,55.1,Windy,Generator,15.6,0.0,794.77,99.2
977,2025-05-12 14:00:00,B-3279,Educational,3001.48,Medium,30.1,30.4,Sunny,Solar,80.14,3.75,5030.32,96.83
978,2025-03-29 15:00:00,B-6077,Residential,4843.67,Medium,27.2,57.5,Cloudy,Solar,142.03,67.36,6049.91,78.63
979,2025-02-10 06:00:00,B-2219,Industrial,1239.21,Low,26.0,57.3,Rainy,Grid,89.41,0.0,4852.35,66.57
980,2025-01-12 11:00:00,B-5146,Educational,2543.41,Medium,32.1,69.8,Cloudy,Solar,54.06,93.55,4134.96,68.37
981,2025-05-20 15:00:00,B-2689,Residential,245.12,Medium,30.6,79.7,Cloudy,Solar,145.34,88.98,9304.87,81.2
982,2025-02-13 19:00:00,B-6388,Educational,187.81,Low,22.2,57.6,Windy,Mixed,96.13,55.73,6700.78,71.19
983,2025-04-20 18:00:00,B-7599,Residential,2846.52,High,19.5,54.8,Windy,Solar,113.77,69.34,9059.02,71.12
984,2025-01-13 09:00:00,B-4358,Educational,2516.04,High,23.6,56.4,Sunny,Generator,129.26,0.0,8708.03,95.3
985,2025-01-26 23:00:00,B-4059,Residential,1057.38,High,32.8,33.6,Cloudy,Solar,133.85,32.91,7038.3,80.48
986,2025-05-31 21:00:00,B-9979,Commercial,4706.42,Low,18.8,51.1,Cloudy,Generator,129.2,0.0,7214.81,67.97
987,2025-06-29 06:00:00,B-2373,Commercial,2152.73,Low,24.6,84.9,Cloudy,Generator,115.48,0.0,6952.43,99.53
988,2025-04-20 00:00:00,B-1978,Residential,2353.12,High,19.0,45.7,Windy,Generator,68.23,0.0,3157.42,97.9
989,2025-06-19 23:00:00,B-3870,Residential,3845.9,High,22.6,65.4,Rainy,Grid,109.61,0.0,8511.34,95.27
990,2025-05-24 23:00:00,B-1229,Industrial,2600.2,Low,31.2,63.7,Rainy,Generator,85.14,0.0,3796.37,65.05
991,2025-03-09 07:00:00,B-5696,Industrial,2671.19,Medium,22.6,31.3,Windy,Generator,109.81,0.0,4535.09,83.81
992,2025-03-03 11:00:00,B-4047,Residential,2719.01,Low,34.5,59.1,Sunny,Solar,14.22,55.17,1047.22,99.87
993,2025-01-10 02:00:00,B-1147,Residential,2180.2,Medium,23.4,84.4,Sunny,Solar,32.73,61.54,1840.36,61.64
994,2025-01-28 14:00:00,B-8275,Commercial,1769.08,High,22.5,71.2,Sunny,Generator,142.57,0.0,7231.42,92.46
995,2025-05-08 00:00:00,B-4430,Commercial,324.03,Low,27.1,34.2,Sunny,Grid,140.43,0.0,9921.95,86.32
996,2025-02-12 19:00:00,B-5460,Residential,4128.29,Medium,29.0,88.1,Rainy,Grid,108.52,0.0,8354.56,80.69
997,2025-03-04 04:00:00,B-5591,Educational,629.47,Low,27.0,37.6,Windy,Grid,90.91,0.0,5390.94,84.9
998,2025-03-14 03:00:00,B-4919,Educational,99.73,Low,21.3,59.5,Sunny,Grid,142.82,0.0,7904.28,76.97
999,2025-01-11 03:00:00,B-8954,Commercial,3587.75,Medium,28.3,47.9,Rainy,Mixed,64.57,21.77,5077.84,65.23
1000,2025-04-29 12:00:00,B-6187,Industrial,1890.59,Medium,18.4,43.3,Cloudy,Grid,118.17,0.0,5677.72,63.2
1001,2025-04-21 11:00:00,B-7728,Industrial,2398.54,Low,18.2,35.1,Rainy,Grid,122.11,0.0,8652.58,96.61
1002,2025-06-12 19:00:00,B-1106,Educational,4279.85,Medium,29.6,33.1,Cloudy,Solar,118.51,84.55,8528.37,80.34
1003,2025-05-20 03:00:00,B-6864,Residential,1202.86,High,32.4,73.6,Cloudy,Mixed,147.21,15.57,7217.2,68.47
1004,2025-04-24 21:00:00,B-3560,Residential,3973.07,High,21.2,34.0,Sunny,Generator,149.79,0.0,6140.29,93.41
1005,2025-04-16 18:00:00,B-7482,Industrial,1858.57,Low,32.3,63.3,Cloudy,Solar,135.74,92.62,5479.0,63.02
1006,2025-05-28 04:00:00,B-1563,Educational,1289.28,Medium,29.4,83.3,Sunny,Mixed,71.69,60.7,3408.14,92.2
1007,2025-04-24 07:00:00,B-7804,Industrial,4838.27,Medium,22.6,59.7,Cloudy,Mixed,17.49,55.91,1051.35,65.78
1008,2025-05-13 13:00:00,B-8223,Educational,2238.23,Medium,23.7,61.3,Windy,Grid,89.92,0.0,3627.36,90.44
1009,2025-04-12 09:00:00,B-9247,Residential,3579.42,Medium,24.2,33.2,Cloudy,Solar,114.47,95.52,5678.41,72.94
1010,2025-03-29 08:00:00,B-4273,Industrial,959.87,Low,27.8,39.3,Rainy,Grid,56.65,0.0,3845.43,82.4
1011,2025-03-24 09:00:00,B-4178,Educational,1962.99,Low,25.1,63.7,Cloudy,Mixed,5.85,7.85,440.21,63.12
1012,2025-01-30 18:00:00,B-1230,Industrial,3548.68,Medium,33.6,46.2,Cloudy,Generator,58.72,0.0,3685.08,95.27
1013,2025-06-18 06:00:00,B-6307,Residential,4712.43,High,30.6,35.2,Rainy,Grid,102.03,0.0,5755.73,78.83
1014,2025-01-19 00:00:00,B-3718,Industrial,293.28,Medium,21.2,77.4,Windy,Grid,70.82,0.0,3687.35,75.36
1015,2025-06-04 12:00:00,B-1831,Educational,4279.28,Medium,30.7,46.3,Sunny,Grid,22.04,0.0,1103.76,96.83
1016,2025-01-04 01:00:00,B-3546,Residential,2928.86,Low,27.1,65.8,Windy,Grid,58.07,0.0,4197.55,80.93
1017,2025-03-08 07:00:00,B-2135,Residential,627.9,High,20.2,62.2,Sunny,Grid,140.8,0.0,7368.64,94.78
1018,2025-04-26 23:00:00,B-3328,Residential,3832.27,Low,22.2,32.2,Cloudy,Mixed,19.77,72.85,948.7,74.85
1019,2025-02-10 18:00:00,B-4344,Educational,2533.41,Medium,30.3,36.8,Rainy,Generator,63.92,0.0,3797.03,81.63
1020,2025-04-24 04:00:00,B-9293,Educational,4100.89,High,20.9,78.5,Rainy,Solar,105.47,55.59,7169.97,76.48
1021,2025-06-18 15:00:00,B-3631,Industrial,735.07,Medium,29.3,61.5,Windy,Solar,97.71,33.8,7452.8,83.49
1022,2025-04-21 02:00:00,B-7051,Educational,472.74,Medium,25.6,75.4,Sunny,Solar,120.15,49.46,9106.16,70.71
1023,2025-03-29 12:00:00,B-4512,Industrial,2082.46,Low,33.3,83.8,Sunny,Grid,104.43,0.0,7765.33,63.55
1024,2025-06-04 17:00:00,B-8039,Educational,4331.73,High,23.5,40.7,Windy,Solar,39.71,41.8,1987.39,72.82
1025,2025-02-18 07:00:00,B-9724,Residential,718.14,Medium,23.0,64.3,Windy,Solar,69.07,34.67,4825.1,95.74
1026,2025-05-22 18:00:00,B-7989,Residential,3796.11,Medium,23.6,74.7,Sunny,Mixed,27.04,13.03,1455.43,92.31
1027,2025-06-07 14:00:00,B-2531,Commercial,1269.42,Low,19.1,37.9,Windy,Generator,129.52,0.0,8464.3,70.13
1028,2025-02-13 20:00:00,B-2596,Industrial,2798.71,High,27.0,69.3,Windy,Generator,38.81,0.0,2894.3,72.37
1029,2025-03-21 05:00:00,B-7370,Industrial,3485.95,Medium,18.3,52.4,Sunny,Mixed,56.0,54.35,2402.93,91.61
1030,2025-03-25 03:00:00,B-1964,Industrial,1128.01,Low,29.5,78.2,Windy,Grid,86.47,0.0,6021.37,86.47
1031,2025-02-16 04:00:00,B-7480,Educational,1809.87,Medium,31.8,47.7,Sunny,Generator,87.83,0.0,6131.93,75.16
1032,2025-03-06 15:00:00,B-6356,Industrial,1548.7,Medium,25.8,79.1,Cloudy,Grid,139.84,0.0,8642.58,86.46
1033,2025-03-26 03:00:00,B-8773,Educational,4521.2,Medium,19.7,43.9,Windy,Solar,107.79,82.37,8006.77,76.6
1034,2025-05-11 11:00:00,B-2858,Commercial,492.23,High,25.4,43.8,Cloudy,Solar,47.22,77.23,2031.46,93.1
1035,2025-05-07 04:00:00,B-5548,Industrial,2166.96,Medium,28.1,35.4,Sunny,Generator,53.92,0.0,2350.27,98.46
1036,2025-04-27 22:00:00,B-4244,Educational,4045.95,High,25.8,43.4,Sunny,Grid,140.35,0.0,7548.57,66.44
1037,2025-01-15 18:00:00,B-9951,Residential,2837.66,High,34.0,30.2,Rainy,Grid,39.53,0.0,3065.07,66.84
1038,2025-01-11 04:00:00,B-6255,Residential,610.56,Medium,27.7,81.7,Cloudy,Mixed,74.18,99.46,4982.44,62.96
1039,2025-05-27 11:00:00,B-3456,Residential,4964.52,Medium,24.9,47.2,Cloudy,Solar,85.89,30.43,3732.63,60.06
1040,2025-04-29 07:00:00,B-6841,Industrial,2275.44,Low,32.2,64.3,Sunny,Generator,149.89,0.0,7715.42,71.22
1041,2025-05-15 09:00:00,B-1038,Industrial,840.76,Low,20.8,47.1,Rainy,Solar,119.96,90.58,9477.26,69.29
1042,2025-03-28 11:00:00,B-6555,Educational,4412.42,Low,23.6,36.8,Rainy,Generator,131.15,0.0,8583.01,66.59
